contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiry,mid,relative_spread
SPY260618P00810000,2026-03-24 19:53:30+00:00,810.0,158.41,76.72,79.59,0.0,0.0,11.0,0,0.17914639221191403,True,REGULAR,USD,put,2026-06-18,78.155,0.03672189879086436
SPY260618P00820000,2025-09-10 17:48:44+00:00,820.0,170.13,164.34,167.67,0.0,0.0,,0,1.0909316693878175,True,REGULAR,USD,put,2026-06-18,166.005,0.02005963675792888
SPY260618P00830000,2026-03-19 13:31:45+00:00,830.0,175.55,118.2,121.0,0.0,0.0,,0,0.5315751188659668,True,REGULAR,USD,put,2026-06-18,119.6,0.02341137123745817
SPY260618P00840000,2025-10-07 17:03:03+00:00,840.0,171.64,166.83,170.23,0.0,0.0,,0,0.9752962675476073,True,REGULAR,USD,put,2026-06-18,168.53,0.020174449652880656
SPY260618P00845000,2024-09-25 19:07:39+00:00,845.0,274.94,264.0,268.74,0.0,0.0,,0,1.9116520530700687,True,REGULAR,USD,put,2026-06-18,266.37,0.0177947967113414
SPY260618P00850000,2026-03-04 20:23:46+00:00,850.0,164.35,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-06-18,164.35,0.0
SPY260618P00860000,2025-05-29 15:18:40+00:00,860.0,269.78,243.6,247.42,0.0,0.0,,0,1.5997944815063474,True,REGULAR,USD,put,2026-06-18,245.51,0.015559447680338859
SPY260618P00865000,2025-11-13 20:58:14+00:00,865.0,193.6,171.15,174.5,0.0,0.0,1.0,0,0.8263567169189452,True,REGULAR,USD,put,2026-06-18,172.825,0.019383769709243423
SPY260618P00870000,2026-03-19 13:32:00+00:00,870.0,215.16,158.2,161.01,0.0,0.0,2.0,0,0.6284216845703126,True,REGULAR,USD,put,2026-06-18,159.605,0.017605964725415885
SPY260618P00890000,2026-04-07 15:55:12+00:00,890.0,235.79,156.53,159.66,0.0,0.0,1.0,0,0.3057930749511719,True,REGULAR,USD,put,2026-06-18,158.095,0.019798222587684593
SPY260618P00900000,2026-03-04 20:24:12+00:00,900.0,214.35,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,put,2026-06-18,214.35,0.0
SPY260618P00905000,2026-03-30 19:10:12+00:00,905.0,274.63,171.95,174.66,0.0,0.0,,0,0.32672792419433594,True,REGULAR,USD,put,2026-06-18,173.305,0.015637171460719586
SPY260618P00915000,2026-03-19 13:32:01+00:00,915.0,260.13,203.2,206.01,0.0,0.0,,0,0.7256802334594726,True,REGULAR,USD,put,2026-06-18,204.605,0.013733779721903192
SPY260618P00955000,2026-03-19 13:31:45+00:00,955.0,300.51,243.2,246.01,0.0,0.0,,0,0.8041706594848632,True,REGULAR,USD,put,2026-06-18,244.605,0.011487909077901115
SPY260618P00995000,2026-05-04 19:52:12+00:00,995.0,279.12,261.62,264.66,0.0,0.0,1.0,0,0.4412897668457031,True,REGULAR,USD,put,2026-06-18,263.14,0.01155278558942016
SPY260618P01000000,2026-05-06 13:32:09+00:00,1000.0,270.17,266.51,269.66,-13.929993,-4.9032006,1.0,1,0.44714908325195313,True,REGULAR,USD,put,2026-06-18,268.08500000000004,0.011750004662700389
